eid,subject
2-s2.0-0042025009,medicine
2-s2.0-0742305775,earth and planetary sciences
2-s2.0-0742305775,mathematics
2-s2.0-0038628012,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0038289235,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0038692917,medicine
2-s2.0-0038556685,earth and planetary sciences
2-s2.0-0038556685,energy
2-s2.0-0037282986,"biochemistry, genetics & molecular biology"
2-s2.0-0037282986,chemistry
2-s2.0-0037282986,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0037355435,earth and planetary sciences
2-s2.0-0037355435,engineering
2-s2.0-0037355435,environmental science
2-s2.0-0037300668,chemical engineering
2-s2.0-0037300668,environmental science
2-s2.0-0037300668,physics and astronomy
2-s2.0-17044453986,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0242407078,earth and planetary sciences
2-s2.0-0242407078,environmental science
2-s2.0-0037209637,engineering
2-s2.0-0037209637,materials science
2-s2.0-0037209637,physics and astronomy
2-s2.0-2242421830,earth and planetary sciences
2-s2.0-0037255749,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0142197899,chemistry
2-s2.0-9144253159,medicine
2-s2.0-7244237957,medicine
2-s2.0-4644360088,engineering
2-s2.0-4644360088,materials science
2-s2.0-8744235971,engineering
2-s2.0-7244257706,medicine
2-s2.0-4444311117,"biochemistry, genetics & molecular biology"
2-s2.0-3843064609,"biochemistry, genetics & molecular biology"
2-s2.0-3843064609,chemistry
2-s2.0-3843064609,medicine
2-s2.0-4143061331,"pharmacology, toxicology and pharmaceutics"
2-s2.0-3042696843,medicine
2-s2.0-2942676652,energy
2-s2.0-2642584008,multidisciplinary
2-s2.0-1942538981,earth and planetary sciences
2-s2.0-1942538981,physics and astronomy
2-s2.0-4644339628,computer science
2-s2.0-4644339628,engineering
2-s2.0-4644339628,mathematics
2-s2.0-4644339628,physics and astronomy
2-s2.0-84957097876,unknown
2-s2.0-1342323418,"pharmacology, toxicology and pharmaceutics"
2-s2.0-35048873267,unknown
2-s2.0-105012351970,unknown
2-s2.0-11044233391,multidisciplinary
2-s2.0-11844264874,multidisciplinary
2-s2.0-1842714435,"pharmacology, toxicology and pharmaceutics"
2-s2.0-4844222835,"biochemistry, genetics & molecular biology"
2-s2.0-4844222835,chemistry
2-s2.0-27744509808,chemical engineering
2-s2.0-27744509808,engineering
2-s2.0-27744509808,physics and astronomy
2-s2.0-33947526053,unknown
2-s2.0-84863701018,unknown
2-s2.0-26844539928,"biochemistry, genetics & molecular biology"
2-s2.0-26844539928,chemistry
2-s2.0-26844539928,environmental science
2-s2.0-28144452296,unknown
2-s2.0-27144541072,"biochemistry, genetics & molecular biology"
2-s2.0-85130025745,unknown
2-s2.0-23644434097,computer science
2-s2.0-23644434097,engineering
2-s2.0-23044471760,"biochemistry, genetics & molecular biology"
2-s2.0-23044471760,chemistry
2-s2.0-23044471760,materials science
2-s2.0-21244449077,medicine
2-s2.0-20444432198,"business, management and accounting"
2-s2.0-20444432198,engineering
2-s2.0-14544274548,mathematics
2-s2.0-20144388532,medicine
2-s2.0-15844371192,"biochemistry, genetics & molecular biology"
2-s2.0-15844371192,computer science
2-s2.0-15844371192,mathematics
2-s2.0-13144294014,"biochemistry, genetics & molecular biology"
2-s2.0-13144294014,chemistry
2-s2.0-13144294014,medicine
2-s2.0-13244252262,engineering
2-s2.0-14944339615,medicine
2-s2.0-33644673349,multidisciplinary
2-s2.0-24944558900,chemistry
2-s2.0-8844263836,chemical engineering
2-s2.0-8844263836,engineering
2-s2.0-8844263836,physics and astronomy
2-s2.0-27744478824,chemistry
2-s2.0-18744364162,earth and planetary sciences
2-s2.0-18744364162,physics and astronomy
2-s2.0-22544454162,earth and planetary sciences
2-s2.0-11844270477,immunology and microbiology
2-s2.0-11844270477,medicine
2-s2.0-29544434281,agricultural & biological sciences
2-s2.0-33947201094,medicine
2-s2.0-33749140185,materials science
2-s2.0-33749140185,physics and astronomy
2-s2.0-33748430471,chemistry
2-s2.0-33748430471,materials science
2-s2.0-33748430471,physics and astronomy
2-s2.0-33748042651,unknown
2-s2.0-33750415974,computer science
2-s2.0-33750415974,engineering
2-s2.0-33745459449,mathematics
2-s2.0-33748550710,unknown
2-s2.0-33744527313,mathematics
2-s2.0-33746871795,engineering
2-s2.0-33746871795,materials science
2-s2.0-33746871795,physics and astronomy
2-s2.0-33745005471,chemistry
2-s2.0-33745005471,materials science
2-s2.0-33745005471,physics and astronomy
2-s2.0-33646353393,"biochemistry, genetics & molecular biology"
2-s2.0-33646353393,chemical engineering
2-s2.0-33646353393,environmental science
2-s2.0-31144471512,mathematics
2-s2.0-32044455340,engineering
2-s2.0-32044455340,mathematics
2-s2.0-33645774086,"biochemistry, genetics & molecular biology"
2-s2.0-33645774086,medicine
2-s2.0-33644690630,computer science
2-s2.0-33644690630,decision sciences
2-s2.0-33644690630,engineering
2-s2.0-33644690630,mathematics
2-s2.0-31344478073,computer science
2-s2.0-31344478073,engineering
2-s2.0-31344478073,materials science
2-s2.0-30144437264,materials science
2-s2.0-30144437264,physics and astronomy
2-s2.0-31144441711,"biochemistry, genetics & molecular biology"
2-s2.0-31144441711,chemistry
2-s2.0-31144441711,medicine
2-s2.0-33646766809,computer science
2-s2.0-33646766809,engineering
2-s2.0-33646766809,mathematics
2-s2.0-33646766809,physics and astronomy
2-s2.0-33744986021,multidisciplinary
2-s2.0-31344481417,engineering
2-s2.0-31344481417,mathematics
2-s2.0-33846668241,multidisciplinary
2-s2.0-33644777518,engineering
2-s2.0-34250340033,"biochemistry, genetics & molecular biology"
2-s2.0-34250340033,chemistry
2-s2.0-34250340033,materials science
2-s2.0-34250340033,medicine
2-s2.0-34250340033,"pharmacology, toxicology and pharmaceutics"
2-s2.0-37649008441,engineering
2-s2.0-37649008441,physics and astronomy
2-s2.0-59549086132,computer science
2-s2.0-59549086132,engineering
2-s2.0-59749101661,computer science
2-s2.0-59749101661,engineering
2-s2.0-35348909121,engineering
2-s2.0-35348909121,materials science
2-s2.0-34548451521,medicine
2-s2.0-84155162315,engineering
2-s2.0-84155162315,materials science
2-s2.0-50249184735,unknown
2-s2.0-34548663905,"business, management and accounting"
2-s2.0-34548663905,engineering
2-s2.0-34347244883,engineering
2-s2.0-34347244883,physics and astronomy
2-s2.0-34247465179,mathematics
2-s2.0-34047166600,engineering
2-s2.0-34047166600,materials science
2-s2.0-34047166600,physics and astronomy
2-s2.0-33847684726,materials science
2-s2.0-33847684726,physics and astronomy
2-s2.0-34247100241,medicine
2-s2.0-33846815433,computer science
2-s2.0-33846815433,engineering
2-s2.0-33846815433,materials science
2-s2.0-34249798458,medicine
2-s2.0-33847186637,"biochemistry, genetics & molecular biology"
2-s2.0-33847186637,medicine
2-s2.0-57349158650,chemistry
2-s2.0-57349158650,materials science
2-s2.0-57349158650,physics and astronomy
2-s2.0-55149109194,medicine
2-s2.0-63049135110,medicine
2-s2.0-55249102622,"biochemistry, genetics & molecular biology"
2-s2.0-55249102622,medicine
2-s2.0-51749090445,computer science
2-s2.0-51749090445,engineering
2-s2.0-48749092058,"biochemistry, genetics & molecular biology"
2-s2.0-48749092058,medicine
2-s2.0-58249094760,medicine
2-s2.0-44949130559,materials science
2-s2.0-44949130559,physics and astronomy
2-s2.0-47249136513,environmental science
2-s2.0-51349103574,physics and astronomy
2-s2.0-50949113531,medicine
2-s2.0-43149094719,chemistry
2-s2.0-43149094719,materials science
2-s2.0-43149094719,physics and astronomy
2-s2.0-43149113481,chemistry
2-s2.0-43149113481,materials science
2-s2.0-43149113481,physics and astronomy
2-s2.0-67650269887,medicine
2-s2.0-67650269887,"pharmacology, toxicology and pharmaceutics"
2-s2.0-40149110506,computer science
2-s2.0-40149110506,mathematics
2-s2.0-44949261995,engineering
2-s2.0-41849087386,chemistry
2-s2.0-41849087386,materials science
2-s2.0-41849087386,physics and astronomy
2-s2.0-38549162148,chemical engineering
2-s2.0-38549162148,chemistry
2-s2.0-38549162148,engineering
2-s2.0-38549162148,environmental science
2-s2.0-38549162148,materials science
2-s2.0-40749157936,medicine
2-s2.0-36049020242,computer science
2-s2.0-36049020242,decision sciences
2-s2.0-36049020242,engineering
2-s2.0-38849105503,environmental science
2-s2.0-35548945398,mathematics
2-s2.0-42949161501,earth and planetary sciences
2-s2.0-84859895644,"biochemistry, genetics & molecular biology"
2-s2.0-84859895644,medicine
2-s2.0-41549123313,medicine
2-s2.0-58149396788,medicine
2-s2.0-73849117989,chemical engineering
2-s2.0-73849117989,energy
2-s2.0-72849116059,engineering
2-s2.0-70350539703,computer science
2-s2.0-70350539703,engineering
2-s2.0-70349776356,chemistry
2-s2.0-70349776356,materials science
2-s2.0-70349776356,physics and astronomy
2-s2.0-68149100766,mathematics
2-s2.0-67649094089,chemical engineering
2-s2.0-67649094089,physics and astronomy
2-s2.0-67749091095,energy
2-s2.0-67650109740,unknown
2-s2.0-67649881037,chemistry
2-s2.0-67649881037,materials science
2-s2.0-67649881037,physics and astronomy
2-s2.0-67649842337,chemistry
2-s2.0-67649842337,materials science
2-s2.0-67649842337,physics and astronomy
2-s2.0-68149154943,medicine
2-s2.0-66749190089,chemistry
2-s2.0-66749190089,materials science
2-s2.0-66749190089,physics and astronomy
2-s2.0-66749099003,chemistry
2-s2.0-66749099003,materials science
2-s2.0-66749099003,physics and astronomy
2-s2.0-64149094256,chemistry
2-s2.0-64149094256,materials science
2-s2.0-64149094256,physics and astronomy
2-s2.0-63849230524,materials science
2-s2.0-63849230524,physics and astronomy
2-s2.0-63849284186,materials science
2-s2.0-63849284186,physics and astronomy
2-s2.0-62849098759,medicine
2-s2.0-58149148378,engineering
2-s2.0-58149148378,materials science
2-s2.0-56649117448,engineering
2-s2.0-56649117448,physics and astronomy
2-s2.0-71449084747,computer science
2-s2.0-71449084747,mathematics
2-s2.0-53949113095,computer science
2-s2.0-53949113095,engineering
2-s2.0-53949113095,materials science
2-s2.0-79960955233,unknown
2-s2.0-58649103780,"biochemistry, genetics & molecular biology"
2-s2.0-58649103780,medicine
2-s2.0-58149343973,engineering
2-s2.0-78650107520,unknown
2-s2.0-78650807808,dentistry
2-s2.0-78751565421,unknown
2-s2.0-79959203328,engineering
2-s2.0-79959203328,physics and astronomy
2-s2.0-78649464709,chemical engineering
2-s2.0-78649464709,chemistry
2-s2.0-78649490804,chemical engineering
2-s2.0-78649490804,chemistry
2-s2.0-78649460655,chemical engineering
2-s2.0-78649460655,chemistry
2-s2.0-79960251553,mathematics
2-s2.0-79952129181,mathematics
2-s2.0-84875658093,unknown
2-s2.0-78649932299,medicine
2-s2.0-78650776107,unknown
2-s2.0-78650775694,unknown
2-s2.0-78650787945,unknown
2-s2.0-78049529814,materials science
2-s2.0-78049529814,physics and astronomy
2-s2.0-77958085973,dentistry
2-s2.0-77958085973,medicine
2-s2.0-78149246882,materials science
2-s2.0-78149246882,physics and astronomy
2-s2.0-77957843484,chemistry
2-s2.0-77957843484,materials science
2-s2.0-77957843484,physics and astronomy
2-s2.0-77956749494,agricultural & biological sciences
2-s2.0-77955312907,energy
2-s2.0-77955573675,engineering
2-s2.0-77956172606,"biochemistry, genetics & molecular biology"
2-s2.0-77956172606,chemistry
2-s2.0-77956172606,"pharmacology, toxicology and pharmaceutics"
2-s2.0-77956377865,computer science
2-s2.0-77956377865,engineering
2-s2.0-77956377865,materials science
2-s2.0-77956377865,mathematics
2-s2.0-77958043328,computer science
2-s2.0-77958043328,engineering
2-s2.0-77955281833,chemical engineering
2-s2.0-77955281833,energy
2-s2.0-77955281833,engineering
2-s2.0-78649358097,computer science
2-s2.0-78649358097,decision sciences
2-s2.0-77955266283,medicine
2-s2.0-77955266283,social sciences
2-s2.0-77956061096,engineering
2-s2.0-77956228097,computer science
2-s2.0-77956228097,engineering
2-s2.0-77956639929,dentistry
2-s2.0-77955499000,dentistry
2-s2.0-77955909593,agricultural & biological sciences
2-s2.0-77955909593,"biochemistry, genetics & molecular biology"
2-s2.0-77954547446,unknown
2-s2.0-77951259111,engineering
2-s2.0-77951259111,materials science
2-s2.0-77951259111,physics and astronomy
2-s2.0-77953506498,mathematics
2-s2.0-77953256136,unknown
2-s2.0-77953247675,unknown
2-s2.0-77953307122,"biochemistry, genetics & molecular biology"
2-s2.0-77953307122,medicine
2-s2.0-77952745730,medicine
2-s2.0-77958534319,computer science
2-s2.0-77958534319,decision sciences
2-s2.0-77958534319,mathematics
2-s2.0-77953669335,agricultural & biological sciences
2-s2.0-77953669335,"biochemistry, genetics & molecular biology"
2-s2.0-77249091164,computer science
2-s2.0-77249091164,engineering
2-s2.0-77953293160,"biochemistry, genetics & molecular biology"
2-s2.0-77953293160,chemistry
2-s2.0-77953293160,"pharmacology, toxicology and pharmaceutics"
2-s2.0-77954364833,dentistry
2-s2.0-77954364833,medicine
2-s2.0-70350566565,computer science
2-s2.0-70350566565,decision sciences
2-s2.0-70350566565,mathematics
2-s2.0-77953377300,medicine
2-s2.0-74149083627,computer science
2-s2.0-74149083627,mathematics
2-s2.0-79953692440,medicine
2-s2.0-75849165115,engineering
2-s2.0-73649142049,computer science
2-s2.0-73649142049,engineering
2-s2.0-73649142049,mathematics
2-s2.0-75449107952,unknown
2-s2.0-70849124018,earth and planetary sciences
2-s2.0-70449722848,agricultural & biological sciences
2-s2.0-70449722848,earth and planetary sciences
2-s2.0-70449722848,engineering
2-s2.0-77958478297,agricultural & biological sciences
2-s2.0-77953604732,energy
2-s2.0-77953604732,engineering
2-s2.0-77953604732,materials science
2-s2.0-85058860357,unknown
2-s2.0-78649303639,unknown
2-s2.0-77954680679,dentistry
2-s2.0-77951759288,dentistry
2-s2.0-77954373560,dentistry
2-s2.0-77954373560,medicine
2-s2.0-84920047970,unknown
2-s2.0-84884546376,unknown
2-s2.0-77954902077,"biochemistry, genetics & molecular biology"
2-s2.0-77954902077,medicine
2-s2.0-85011498373,mathematics
2-s2.0-72949118648,engineering
2-s2.0-77954404245,medicine
2-s2.0-81855213113,engineering
2-s2.0-81855213113,materials science
2-s2.0-81855213113,physics and astronomy
2-s2.0-84856710136,unknown
2-s2.0-84855319369,dentistry
2-s2.0-84855425033,engineering
2-s2.0-84855425033,materials science
2-s2.0-80054878147,earth and planetary sciences
2-s2.0-84863150802,unknown
2-s2.0-79959928958,agricultural & biological sciences
2-s2.0-79959928958,chemistry
2-s2.0-80052793371,chemistry
2-s2.0-80052793371,physics and astronomy
2-s2.0-80053933750,energy
2-s2.0-80053933750,materials science
2-s2.0-80051582153,computer science
2-s2.0-80051582153,mathematics
2-s2.0-81255169218,"biochemistry, genetics & molecular biology"
2-s2.0-81255169218,chemical engineering
2-s2.0-81255169218,chemistry
2-s2.0-80054861876,dentistry
2-s2.0-80055070793,energy
2-s2.0-80055070793,engineering
2-s2.0-80055070793,physics and astronomy
2-s2.0-80155206888,dentistry
2-s2.0-80055097995,engineering
2-s2.0-80055097995,materials science
2-s2.0-80055097995,physics and astronomy
2-s2.0-81255162882,medicine
2-s2.0-80052966027,engineering
2-s2.0-80052966027,materials science
2-s2.0-80052291371,energy
2-s2.0-80052291371,materials science
2-s2.0-80054734733,environmental science
2-s2.0-80555130906,dentistry
2-s2.0-80053485426,agricultural & biological sciences
2-s2.0-80053485426,"biochemistry, genetics & molecular biology"
2-s2.0-80053544156,dentistry
2-s2.0-79960331560,engineering
2-s2.0-79960331560,materials science
2-s2.0-79960331560,physics and astronomy
2-s2.0-80052792734,engineering
2-s2.0-80052792734,materials science
2-s2.0-80052792734,physics and astronomy
2-s2.0-80052450660,engineering
2-s2.0-80052450660,materials science
2-s2.0-80052027194,engineering
2-s2.0-80052027194,materials science
2-s2.0-79961172468,mathematics
2-s2.0-79958008934,computer science
2-s2.0-79958008934,engineering
2-s2.0-79960337768,earth and planetary sciences
2-s2.0-79960337768,engineering
2-s2.0-79960337768,physics and astronomy
2-s2.0-82455212101,engineering
2-s2.0-82455212101,materials science
2-s2.0-82455212101,physics and astronomy
2-s2.0-80051567474,engineering
2-s2.0-80051567474,materials science
2-s2.0-80051567474,physics and astronomy
2-s2.0-80052495089,dentistry
2-s2.0-80052262561,engineering
2-s2.0-80052262561,materials science
2-s2.0-80052262561,physics and astronomy
2-s2.0-80052866307,computer science
2-s2.0-80052866307,engineering
2-s2.0-80052866307,mathematics
2-s2.0-80051770656,energy
2-s2.0-80051770656,engineering
2-s2.0-80051770656,materials science
2-s2.0-80052019417,multidisciplinary
2-s2.0-79960202967,agricultural & biological sciences
2-s2.0-80051593189,engineering
2-s2.0-80051593189,materials science
2-s2.0-80051593189,physics and astronomy
2-s2.0-79958741116,agricultural & biological sciences
2-s2.0-79958741116,"pharmacology, toxicology and pharmaceutics"
2-s2.0-80052369473,medicine
2-s2.0-79958767989,energy
2-s2.0-79958767989,physics and astronomy
2-s2.0-80051601564,energy
2-s2.0-80051601564,physics and astronomy
